prob_topic_1,prob_topic_2,prob_topic_3,prob_topic_4,prob_topic_5,prob_topic_6
2.532629252982588e-07,0.4424184560775757,0.0986140370368957,0.148826390504837,0.0211481526494026,0.2889927327632904
5.791823127765383e-07,0.0131358327344059,4.22360171796754e-05,0.9707157611846924,0.0021169451065361,0.013988684862852
2.570856452166481e-07,0.3883038759231567,0.0111892754212021,0.4659096896648407,0.0115511752665042,0.1230457723140716
2.4031319867390266e-07,0.49265918135643,0.0506943613290786,0.1158197671175003,0.1257810741662979,0.2150454074144363
1.027024950417399e-06,0.0056649497710168,1.027024950417399e-06,0.9923207759857178,0.000147745857248,0.0018644880037754
3.974326148181717e-07,0.0730565190315246,0.3497380316257477,3.974326148181717e-07,0.0878380686044693,0.4893665909767151
3.292580004199408e-07,0.6020908355712891,0.0446656495332717,0.0476664714515209,0.0492938719689846,0.2562828063964844
2.579949409664551e-07,0.0762802213430404,0.1213048547506332,0.0108682895079255,0.0483390688896179,0.7432073354721069
1.209155698234099e-06,0.0573758520185947,0.0183563623577356,0.8510056734085083,0.0115975774824619,0.0616632997989654
4.0246541743726993e-07,0.1278953701257705,0.173200711607933,1.4951484445191454e-05,0.3483226597309112,0.3505659401416778
1.1239537798246602e-06,0.0373907275497913,1.1239537798246602e-06,0.8929621577262878,0.0024614948779344,0.0671833381056785
2.3871251642049174e-07,0.0375094041228294,0.2759504616260528,0.0012630176497623,0.0195086393505334,0.6657682061195374
1.884237974536518e-07,0.083027184009552,0.0138446893543004,0.142874538898468,0.0045534181408584,0.7556999921798706
1.147282659985649e-06,0.0005234309937804,1.147282659985649e-06,0.9966490268707277,1.147282659985649e-06,0.0028240696992725
2.896819921716088e-07,0.0527519397437572,0.0034586489200592,0.1343352049589157,0.0027026839088648,0.8067512512207031
2.096242752713806e-07,0.0069604134187102,0.0030133561231195,0.0059956805780529,0.0003727093862835,0.9836576581001282
1.1736615306290332e-06,0.0023089635651558,1.1736615306290332e-06,0.985008418560028,1.1736615306290332e-06,0.0126791335642337
4.671584008519858e-07,0.2421938478946685,0.0373621061444282,0.0014878381043672,0.0168538372963666,0.7021019458770752
2.0670746891937602e-07,0.8642460107803345,0.0293091498315334,0.0473577678203582,0.0085173156112432,0.0505695268511772
5.337084303391748e-07,0.0064134271815419,5.337084303391748e-07,0.9926791191101074,5.337084303391748e-07,0.0009058527066372
2.4497362005604373e-07,0.3132658898830414,0.0352013073861599,0.0829629302024841,0.426462322473526,0.1421072781085968
3.819924927483953e-07,0.7202945351600647,0.0153071517124772,0.0071910987608134,0.0755222737789154,0.1816845536231994
2.384774688835023e-07,0.4460217356681824,0.0566379949450492,0.0035142791457474,0.3972204029560089,0.0966053232550621
7.176790859375615e-07,0.055584080517292,7.176790859375615e-07,0.9349331259727478,0.0012426885077729,0.0082386322319507
2.6350514303885575e-07,0.819437563419342,0.0052193156443536,0.142723724246025,0.0047669215127825,0.0278522241860628
4.791854166796838e-07,0.0073545654304325,4.791854166796838e-07,0.99230694770813,4.791854166796838e-07,0.0003370309714227
2.0470686479256986e-07,0.820952832698822,0.017699534073472,0.0978454425930976,0.0309687536209821,0.032533261924982
2.335616926529838e-07,0.2748008966445923,0.0133733730763196,0.0541549772024154,0.005772802978754,0.6518977284431458
8.681145686750824e-07,0.003824648912996,8.681145686750824e-07,0.9947919249534608,8.681145686750824e-07,0.0013808803632855
4.1752545598683365e-07,0.7988052368164062,0.1103865280747413,0.0007109532598406,0.0166638903319835,0.0734330043196678
5.258702344690391e-07,0.9551569223403932,0.0243915785104036,0.0020047165453433,0.0036755118053406,0.0147707862779498
2.689701261715527e-07,0.9651496410369872,0.0112498542293906,0.0130733409896492,0.0025570038706064,0.0079698711633682
1.0276131661157706e-06,0.0515782497823238,1.0276131661157706e-06,0.9480846524238586,1.0276131661157706e-06,0.0003340442199259
2.221010504399601e-07,0.7512650489807129,0.139485165476799,0.0125526338815689,0.0049749254249036,0.0917220488190651
2.531958784857125e-07,0.9321324229240416,0.048499409109354,0.0021346062421798,0.0022629350423812,0.014970370568335
1.0427336292195832e-06,0.0665958002209663,1.0427336292195832e-06,0.9320561289787292,1.0427336292195832e-06,0.001344982185401
1.800640632154682e-07,0.5754636526107788,0.0043690470047295,0.2941347658634186,0.0005470247124321,0.1254853308200836
2.267387202437021e-07,0.8976781368255615,0.0090709496289491,0.0812715664505958,0.0008447213331237,0.0111344438046216
1.3060758874416931e-06,0.036837600171566,1.3060758874416931e-06,0.9568432569503784,2.50819357461296e-05,0.0062914891168475
2.1238085423647135e-07,0.6179583072662354,0.0967411324381828,0.1365721523761749,0.0062223668210208,0.1425058543682098
6.926604783075163e-07,6.926604783075163e-07,6.926604783075163e-07,0.999996542930603,6.926604783075163e-07,6.926604783075163e-07
3.0277212204055104e-07,0.7972924709320068,0.0510478839278221,0.1025779694318771,0.0064374604262411,0.0426438488066196
2.676053725281236e-07,0.4800796508789062,0.196468099951744,0.0132093112915754,0.071387879550457,0.2388548403978347
5.357355803425889e-07,0.0019632633775472,5.357355803425889e-07,0.9980345964431764,5.357355803425889e-07,5.357355803425889e-07
2.542775803249242e-07,0.6448918581008911,0.140325129032135,0.1024595275521278,0.0157880950719118,0.096535176038742
2.6282114617970365e-07,0.5243415236473083,0.2322544157505035,0.0365245565772056,0.0324775204062461,0.1744017452001571
2.260480442828339e-07,0.4000439941883087,0.3828778862953186,0.0112813981249928,0.0205296371132135,0.185266837477684
6.320794341263536e-07,0.0012449870118871,6.320794341263536e-07,0.9987525343894958,6.320794341263536e-07,6.320794341263536e-07
2.8779064109585306e-07,0.1940273940563202,0.0919493362307548,0.372894138097763,0.0242996159940958,0.3168291747570038
2.3211461552818946e-07,0.287113219499588,0.2089945971965789,0.136872723698616,0.0920893400907516,0.2749298810958862
8.970426961241174e-07,0.0184648111462593,8.970426961241174e-07,0.9794652462005616,8.970426961241174e-07,0.0020672329701483
2.858379559711466e-07,0.2155714035034179,0.2304666489362716,0.0115904510021209,0.0125019745901227,0.5298692584037781
7.353374940066715e-07,0.0005671373801305,7.353374940066715e-07,0.999342143535614,7.353374940066715e-07,8.849184814607725e-05
3.619245489971945e-07,0.0745629668235778,0.3896360099315643,0.0019487235695123,0.2047625035047531,0.3290894329547882
2.892198551762704e-07,0.1689938157796859,0.1192270964384079,0.2704431116580963,0.0506554320454597,0.3906802237033844
1.2028883702441815e-06,0.0018923935713246,0.0468540713191032,0.8724836111068726,0.0018078084103763,0.0769608989357948
2.3317815589507523e-07,0.0303371921181678,0.235209584236145,0.0228254459798336,0.0208603013306856,0.6907672882080078
3.90652758142096e-07,0.1002348586916923,0.2347204089164734,0.0302777606993913,0.1319071650505066,0.5028594136238098
2.230336519915e-07,0.0363476574420928,0.4643833041191101,0.0028679396491497,0.0208334792405366,0.4755673706531524
8.326662168656185e-07,0.0026158029213547,7.272621587617323e-05,0.9880141615867616,7.715096580795944e-05,0.0092193139716982
3.115289928246057e-07,0.054975900799036,0.2985861599445343,0.0092009678483009,0.5568087697029114,0.0804279074072837
1.9664648220896202e-07,0.1197930723428726,0.3753042817115783,0.1893142163753509,0.0586687847971916,0.2569194436073303
1.7089082575694192e-06,1.7089082575694192e-06,1.7089082575694192e-06,0.9999914765357972,1.7089082575694192e-06,1.7089082575694192e-06
2.021804448304465e-07,0.045026060193777,0.277601957321167,0.121427983045578,0.0269035045057535,0.5290402770042419
1.3408218819677131e-06,1.3408218819677131e-06,1.3408218819677131e-06,0.9994950890541076,1.3408218819677131e-06,0.0004995357012376
3.654399733932223e-07,0.0402004308998584,0.4784235656261444,0.0021037543192505,0.0540018267929554,0.4252701103687286
2.0365531838706374e-07,0.0253538433462381,0.4235312938690185,0.0024804947897791,0.0044227610342204,0.5442114472389221
1.161539216809615e-06,0.0125067261978983,0.0395858883857727,0.8240999579429626,0.009479041211307,0.1143271774053573
2.15714408113854e-07,0.0143356993794441,0.4757106304168701,0.0381638668477535,0.0072336676530539,0.4645559191703796
3.116910249900684e-07,0.0053057633340358,0.3957091271877289,0.0171743854880332,0.0042606871575117,0.5775497555732727
1.9734264355975029e-07,0.024960208684206,0.528696596622467,0.0302704069763422,0.0062056607566773,0.4098669588565826
1.8193728692494917e-06,0.0082060741260647,1.8193728692494917e-06,0.9713749289512634,1.8193728692494917e-06,0.0204135775566101
2.436343891076831e-07,0.0079098772257566,0.4889910221099853,0.0291910450905561,0.0040053380653262,0.4699024856090545
2.546296400396386e-07,0.0257511176168918,0.6564247012138367,0.0209395438432693,0.0110155455768108,0.2858688533306122
1.493037530053698e-06,4.323762368585449e-06,1.493037530053698e-06,0.9998863339424132,1.493037530053698e-06,0.0001048692793119
2.211673404417525e-07,0.0184515379369258,0.4265309274196625,0.040273793041706,0.0049467198550701,0.5097967982292175
2.531694690333097e-06,2.531694690333097e-06,0.0051701050251722,0.9633929133415222,2.531694690333097e-06,0.0314293652772903
2.2482166173176665e-07,0.0087836375460028,0.652044415473938,2.266361661895644e-05,0.0022756671532988,0.336873322725296
2.506331497897918e-07,0.0089065134525299,0.8318979144096375,2.506331497897918e-07,0.0055427299812436,0.1536523997783661
2.1057702781490661e-07,0.0066439742222428,0.866274356842041,0.0011361655779182,0.0017820578068494,0.1241632476449012
1.3028452485741582e-06,0.0001978694926947,0.0021914611570537,0.9920151829719543,1.3028452485741582e-06,0.0055928723886609
2.585579466085619e-07,0.0147192347794771,0.9095115661621094,0.0002184475015383,0.0048958589322865,0.0706546306610107
2.420964335669851e-07,0.0123743992298841,0.9097881317138672,0.0005779959028586,0.0031447359360754,0.0741144940257072
9.95524828795169e-07,0.0005736967432312,0.0101799489930272,0.9870026707649232,9.95524828795169e-07,0.0022416778374463
1.7789358253139653e-07,0.0447265580296516,0.725616991519928,0.0666447058320045,0.0116646625101566,0.1513468772172927
1.0994745025527664e-06,0.0005118389963172,0.001877024420537,0.990721881389618,1.0994745025527664e-06,0.0068870284594595
2.3310219887662242e-07,0.0290645100176334,0.8804948925971985,0.0264380946755409,0.0066790576092898,0.0573232695460319
2.6161498567489616e-07,0.0206393115222454,0.924351155757904,0.0027310913428664,0.0044052144512534,0.0478730015456676
1.3520227639673976e-06,1.3520227639673976e-06,1.3520227639673976e-06,0.9999932646751404,1.3520227639673976e-06,1.3520227639673976e-06
3.132765016289341e-07,0.0028965156525373,0.9811233282089232,3.132765016289341e-07,0.0010752457892522,0.0149043155834078
2.75516782721752e-07,0.0078854989260435,0.9798121452331544,9.173357102554291e-05,0.0017309010727331,0.0104794269427657
2.419496638594865e-07,0.0119325118139386,0.9386216402053832,0.0209918711334466,0.0015732508618384,0.0268805380910635
1.295258016398293e-06,0.0002565176982898,0.0018664808012545,0.9978731274604796,1.295258016398293e-06,1.295258016398293e-06
3.0288674679468386e-07,0.0021142188925296,0.9831826686859132,3.0288674679468386e-07,0.0019366268534213,0.0127658611163496
2.966613692478859e-07,0.0120152179151773,0.954168438911438,0.018045350909233,0.0020649011712521,0.0137058654800057
1.6910662452573888e-06,1.6910662452573888e-06,1.6910662452573888e-06,0.9999915957450868,1.6910662452573888e-06,1.6910662452573888e-06
3.4732522635749774e-07,0.0021264879032969,0.9879248142242432,0.0033483207225799,0.0008281939080916,0.0057718618772923
1.932253780978499e-06,1.932253780978499e-06,0.0132663715630769,0.9863352179527284,1.932253780978499e-06,0.0003926248464267
2.478908811553993e-07,0.0342689044773578,0.9324533939361572,0.0246912986040115,0.0007314096437767,0.0078547513112425
2.2532515231432626e-07,0.0100507112219929,0.976616382598877,0.0085613764822483,0.0002959946286864,0.0044753481633961
2.2331101945383125e-07,0.0068988283164799,0.9813241958618164,0.0044527831487357,0.0003756379592232,0.0069483262486755
4.709874247055268e-06,4.709874247055268e-06,0.227717712521553,0.7722635269165039,4.709874247055268e-06,4.709874247055268e-06
2.69730008994884e-07,0.0047201551496982,0.937382161617279,0.0495057739317417,0.0008914688951335,0.0075002047233283
2.542383867876197e-07,0.0089926086366176,0.9726477265357972,0.0042381579987704,0.0018376687075942,0.0122836036607623
1.469689095756621e-06,1.469689095756621e-06,1.469689095756621e-06,0.9999926686286926,1.469689095756621e-06,1.469689095756621e-06
3.275915503309079e-07,0.0018091745441779,0.9950559139251708,3.275915503309079e-07,0.0012043854221701,0.0019298625411465
2.2104478603068858e-07,0.0032105157151818,0.9883639812469482,2.2104478603068858e-07,0.0003384154406376,0.0080866254866123
1.7781699170882348e-06,1.7781699170882348e-06,0.0001025395831675,0.9998903274536132,1.7781699170882348e-06,1.7781699170882348e-06
1.532096803202876e-06,1.532096803202876e-06,0.0066141285933554,0.9933797121047974,1.532096803202876e-06,1.532096803202876e-06
3.018733707449428e-07,0.0093462383374571,0.9163216352462769,0.0633121952414512,0.0014685188652947,0.0095511320978403
1.7287729860981926e-06,1.7287729860981926e-06,0.0007653441862203,0.9992277026176452,1.7287729860981926e-06,1.7287729860981926e-06
3.355621913669893e-07,0.0044396701268851,0.9808133244514464,0.0008231641259044,0.001558071700856,0.0123654771596193
2.628848392305372e-07,0.0033891941420733,0.988537609577179,0.0016284245066344,0.0016179577214643,0.0048265224322676
1.0535166438785382e-05,0.0001678186963545,0.5676750540733337,0.4321255385875702,1.0535166438785382e-05,1.0535166438785382e-05
3.048970711461152e-07,0.0073296800255775,0.98456072807312,0.0016721719875931,0.0023074962664395,0.0041296784766018
1.8103391994372944e-06,0.0023878009524196,0.0634606704115867,0.9304676055908204,0.0003071840619668,0.0033749458380043
9.135710001828556e-07,9.135710001828556e-07,3.5609064070740715e-05,0.999960720539093,9.135710001828556e-07,9.135710001828556e-07
3.788169067320269e-07,0.0068933558650314,0.9860506653785706,0.0006867490010336,0.0025733939837664,0.0037954985164105
1.3575889852290857e-06,0.0017993412911891,0.7237629890441895,0.2744335830211639,1.3575889852290857e-06,1.3575889852290857e-06
2.9441312108247075e-06,0.0012618277687579,0.6576471328735352,0.3406323194503784,0.000452832726296,2.9441312108247075e-06
8.836045140014903e-07,0.0002202946780016,0.8778783679008484,0.1215516701340675,0.0003479358565527,9.019028084367164e-07
1.3212430758358096e-06,0.0001339189184363,0.3635726273059845,0.6362895369529724,1.3218678986959276e-06,1.3212430758358096e-06
3.095126430707751e-06,3.095126430707751e-06,0.0089172832667827,0.9910703301429749,3.095126430707751e-06,3.095126430707751e-06
8.258442107944575e-07,0.0003216834156773,0.9236751198768616,0.0753685981035232,0.0006329502211883,8.258442107944575e-07
1.6076638758022457e-06,0.0016043019713833,0.7880168557167053,0.2103206068277359,5.498361133504659e-05,1.6076638758022457e-06
1.0922183719230816e-05,1.0922183719230816e-05,0.3801069557666778,0.6198493242263794,1.0922183719230816e-05,1.0922183719230816e-05
6.085937229727278e-07,7.601591642014682e-05,0.2763553857803345,0.7234052419662476,5.052864798926748e-05,0.0001122503745136
1.6090318695205497e-06,0.0002884296700358,0.0619388259947299,0.9333273768424988,1.6090318695205497e-06,0.0044421753846108
1.0164400237044902e-06,0.0002400955418124,0.7664740681648254,0.2330131977796554,0.0002705594233702,1.0164400237044902e-06
8.982856911643466e-07,0.0002428913139738,0.4963235557079315,0.503318727016449,6.438827404053882e-05,4.95482818223536e-05
3.072899971812149e-06,3.072899971812149e-06,0.5210758447647095,0.4789118468761444,3.072899971812149e-06,3.072899971812149e-06
1.235474201166653e-06,1.235474201166653e-06,0.7864713668823242,0.2135236710309982,1.235474201166653e-06,1.235474201166653e-06
7.650104976164585e-07,7.650104976164585e-07,0.7006111741065979,0.2993815541267395,4.973134309693705e-06,7.650104976164585e-07
2.2222995994525263e-06,2.2222995994525263e-06,0.0102889407426118,0.98644757270813,2.2222995994525263e-06,0.003256830619648
1.1929759011763965e-06,1.1929759011763965e-06,0.7177877426147461,0.2822074592113495,1.1929759011763965e-06,1.1929759011763965e-06
7.928941840873449e-07,5.269007488095667e-06,0.4088249802589416,0.5911542773246765,1.3891465641791e-05,7.928941840873449e-07
1.0150954494747566e-06,0.0012142084306105,0.6577725410461426,0.3409661054611206,4.508690108195879e-05,1.0150954494747566e-06
5.074899490864482e-06,5.074899490864482e-06,5.074899490864482e-06,0.9999746084213256,5.074899490864482e-06,5.074899490864482e-06
8.573370564590732e-07,8.573370564590732e-07,0.7916948795318604,0.2082912623882293,1.1288998393865768e-05,8.573370564590732e-07
2.2164306301419856e-06,2.2164306301419856e-06,0.1070891618728637,0.8929019570350647,2.2164306301419856e-06,2.2164306301419856e-06
1.362146804240183e-06,1.362146804240183e-06,0.4827907681465149,0.5172038078308105,1.362146804240183e-06,1.362146804240183e-06
1.0770160088213745e-06,1.0770160088213745e-06,0.6722173690795898,0.3277783393859863,1.0770160088213745e-06,1.0770160088213745e-06
1.0258559086651076e-05,1.0258559086651076e-05,1.0258559086651076e-05,0.9999487400054932,1.0258559086651076e-05,1.0258559086651076e-05
1.0781484434119193e-06,1.0781484434119193e-06,0.6761706471443176,0.3238250613212585,1.0781484434119193e-06,1.0781484434119193e-06
1.1099906487288536e-06,5.410106314229779e-05,0.718177080154419,0.2816455364227295,1.1099906487288536e-06,0.0001211172566399
1.8227927967018327e-06,1.8227927967018327e-06,1.8227927967018327e-06,0.999990940093994,1.8227927967018327e-06,1.8227927967018327e-06
1.0848649480976746e-06,1.0848649480976746e-06,0.1476668417453766,0.8523288369178772,1.0848649480976746e-06,1.0848649480976746e-06
9.867063681667787e-07,9.867063681667787e-07,0.8184038400650024,0.1815921813249588,9.867063681667787e-07,9.867063681667787e-07
3.897062470059609e-06,3.897062470059609e-06,0.0270130038261413,0.9729714393615724,3.897062470059609e-06,3.897062470059609e-06
1.8529581211623736e-06,1.8529581211623736e-06,0.8500057458877563,0.1499868035316467,1.8529581211623736e-06,1.8529581211623736e-06
1.1301907534289055e-06,0.0004208705795463,0.9330651164054872,0.0664161220192909,9.567575762048364e-05,1.1301907534289055e-06
1.5318001942432602e-06,1.5318001942432602e-06,0.0501905530691146,0.9456021189689636,1.5318001942432602e-06,0.0042027696035802
1.0655967344064263e-06,1.0655967344064263e-06,0.1739975064992904,0.8259981870651245,1.0655967344064263e-06,1.0655967344064263e-06
9.017525144372484e-07,0.0004366826033219,0.5765473246574402,0.4218759536743164,0.0005580781144089,0.0005810821312479
8.167658620550355e-07,2.748184897427564e-06,0.6264805197715759,0.3735142648220062,8.167658620550355e-07,8.167658620550355e-07
1.7451939129387029e-06,1.7451939129387029e-06,0.0005430694436654,0.9994499683380128,1.7451939129387029e-06,1.7451939129387029e-06
5.883080120838713e-07,0.000568869174458,0.3183956444263458,0.6796686053276062,0.0006928115617483,0.000673558213748
3.144705942759174e-06,3.144705942759174e-06,3.144705942759174e-06,0.9999842643737792,3.144705942759174e-06,3.144705942759174e-06
6.709157673867594e-07,0.0003564718645066,0.4030854403972626,0.5956367254257202,0.0005129104829393,0.0004077856719959
9.627266308598337e-07,0.0001514160539954,0.5676705837249756,0.431920975446701,0.0001439455954823,0.000112118126708
2.173562734242296e-06,2.173562734242296e-06,0.0875691995024681,0.9124130606651306,2.173562734242296e-06,1.1167063348693771e-05
9.373510465593426e-07,2.411456534900936e-06,0.6598026156425476,0.3401918113231659,1.24006896840001e-06,9.373510465593426e-07
6.673956249869661e-07,0.0004255316744092,0.4023841619491577,0.5959713459014893,0.0007394502172246,0.0004788835649378
5.817653914164111e-07,0.0005061925039626,0.3443755507469177,0.6544966697692871,0.0003385916352272,0.0002823763643391
1.7376266896462766e-06,1.7376266896462766e-06,0.1244868859648704,0.8755061626434326,1.7376266896462766e-06,1.7376266896462766e-06
9.993879075409495e-07,1.6905322581806104e-06,0.5768805742263794,0.4231119155883789,1.0034717661255854e-06,3.8087237044237554e-06
6.76349429795664e-07,0.0001481878571212,0.3732704520225525,0.6265252232551575,7.78830326453317e-07,5.47411254956387e-05
1.21800405850081e-06,1.21800405850081e-06,0.0001401050103595,0.9998549818992616,1.21800405850081e-06,1.21800405850081e-06
1.050648506861762e-06,0.0181468371301889,0.4848762452602386,0.4959783554077148,0.00098774547223,9.75149123405572e-06
1.163777028523327e-06,0.0374011695384979,0.2762555181980133,0.6818403601646423,0.0035489979200065,0.0009527560323476
2.1140813259989955e-06,2.1140813259989955e-06,2.1140813259989955e-06,0.9999894499778748,2.1140813259989955e-06,2.1140813259989955e-06
8.31714885407564e-07,0.0019366957712918,0.3742939531803131,0.6211914420127869,0.0015685444232076,0.001008540042676
8.564852009840251e-07,0.0105619952082633,0.2835717499256134,0.7042690515518188,0.0009916665730997,0.0006047206697985
3.1202821446640883e-06,3.1202821446640883e-06,3.1202821446640883e-06,0.9999843835830688,3.1202821446640883e-06,3.1202821446640883e-06
6.905765417286602e-07,0.000460476410808,0.3278235793113708,0.6707971692085266,0.0005981259746477,0.0003199425991624
1.1472925507405307e-06,1.1472925507405307e-06,1.147844159277156e-06,0.9999942779541016,1.1472925507405307e-06,1.1472925507405307e-06
8.155465707204712e-07,0.0012630556011572,0.2775962650775909,0.718867838382721,0.0007782728644087,0.0014937405940145
7.587674986098136e-07,0.0010515840258449,0.2331716418266296,0.7633302807807922,0.0009443035814911,0.0015014664968475
8.28176268896641e-07,8.181165321730077e-05,0.5018332600593567,0.4979199469089508,0.0001633070060051,8.28176268896641e-07
1.981140030693496e-06,1.981140030693496e-06,1.981140030693496e-06,0.9999901056289672,1.981140030693496e-06,1.981140030693496e-06
1.0955926654787618e-06,0.0038510381709784,0.4749064743518829,0.5156059861183167,0.001821250305511,0.0038141123950481
